IDSTAR,NAMESTAR,GLON_ST,GLAT_ST,FLUX_ST,TYPE_ST
25823,HIGALPS005.4556+0.0732,5.4557840,0.073858000,6.32600,PRESTELLAR
25840,HIGALPS005.4595+0.3327,5.4593050,0.33275900,4.04578,PRESTELLAR
25843,HIGALPS005.4609-0.4361,5.4602230,-0.43609800,7.25330,PRESTELLAR
25862,HIGALPS005.4644-0.2637,5.4648040,-0.26495400,14.8071,PRESTELLAR
25863,HIGALPS005.4653+0.1518,5.4650030,0.15028500,11.7456,PRESTELLAR
25866,HIGALPS005.4663-0.5634,5.4659730,-0.56370600,9.18354,PRESTELLAR
25878,HIGALPS005.4690+0.4384,5.4683830,0.43841000,9.51459,PRESTELLAR
25882,HIGALPS005.4707+0.2536,5.4707410,0.25276700,6.13853,PRESTELLAR
25883,HIGALPS005.4709-0.3835,5.4708050,-0.38339400,8.26912,PRESTELLAR
25897,HIGALPS005.4736+0.3671,5.4736740,0.36757200,5.04368,PRESTELLAR
25899,HIGALPS005.4744-0.0578,5.4743910,-0.058493000,8.73429,PRESTELLAR
25906,HIGALPS005.4750-0.2435,5.4751400,-0.24342500,122.358,PROTOSTELLAR
25913,HIGALPS005.4759-0.4292,5.4763850,-0.42951500,7.29736,PRESTELLAR
25916,HIGALPS005.4770-0.1594,5.4769470,-0.15952800,4.10768,PRESTELLAR
25918,HIGALPS005.4773-0.1150,5.4771480,-0.11402300,10.1688,PROTOSTELLAR
25926,HIGALPS005.4782-0.2301,5.4786950,-0.23067000,26.8627,PROTOSTELLAR
25929,HIGALPS005.4785+0.2711,5.4793470,0.27152600,20.5361,PRESTELLAR
25943,HIGALPS005.4823-0.5852,5.4816310,-0.58469700,6.20073,PRESTELLAR
25949,HIGALPS005.4818+0.2612,5.4824610,0.26086900,12.5900,PROTOSTELLAR
25958,HIGALPS005.4855+0.5267,5.4849760,0.52628100,3.25995,PRESTELLAR
25963,HIGALPS005.4854-0.3607,5.4855170,-0.35935800,12.5708,PRESTELLAR
25970,HIGALPS005.4869+0.2277,5.4867610,0.22837400,7.17786,PRESTELLAR
25971,HIGALPS005.4880-0.2924,5.4877310,-0.29275300,7.45467,PRESTELLAR
25974,HIGALPS005.4888-0.0961,5.4882940,-0.096087000,7.50061,PROTOSTELLAR
25975,HIGALPS005.4882-0.4402,5.4888840,-0.44083000,24.2506,PRESTELLAR
25979,HIGALPS005.4891+0.3847,5.4892060,0.38525300,3.40545,UNBOUND
25981,HIGALPS005.4893-0.1613,5.4896120,-0.16013300,11.3546,PRESTELLAR
25988,HIGALPS005.4905-0.4108,5.4905720,-0.41088400,1.87932,PRESTELLAR
25993,HIGALPS005.4911+0.5341,5.4911400,0.53508200,4.27233,PRESTELLAR
25995,HIGALPS005.4915+0.2455,5.4918820,0.24527900,1.82966,UNBOUND
25999,HIGALPS005.4927-0.3420,5.4925390,-0.34265100,17.4212,PROTOSTELLAR
26000,HIGALPS005.4928+0.7921,5.4927400,0.79137400,2.05558,PRESTELLAR
26005,HIGALPS005.4936-0.1029,5.4933190,-0.10356700,10.0373,PROTOSTELLAR
26011,HIGALPS005.4948-0.2114,5.4943440,-0.21141700,15.4643,PRESTELLAR
26014,HIGALPS005.4951+0.3001,5.4948240,0.30025900,4.19381,PRESTELLAR
26031,HIGALPS005.4970+0.0643,5.4978430,0.064885000,8.85245,PRESTELLAR
26032,HIGALPS005.4972-0.0795,5.4978760,-0.079913000,5.10421,PRESTELLAR
26037,HIGALPS005.4992-0.9359,5.4988440,-0.93603500,3.40371,PRESTELLAR
26046,HIGALPS005.5018+0.1381,5.5010690,0.13881000,11.6560,PRESTELLAR
26047,HIGALPS005.5021-0.9192,5.5011360,-0.91906000,3.80220,PRESTELLAR
26050,HIGALPS005.5014-0.6079,5.5011870,-0.60690900,5.15756,PRESTELLAR
26056,HIGALPS005.5022-0.6345,5.5023440,-0.63328600,7.39458,PRESTELLAR
26064,HIGALPS005.5047+0.3469,5.5037450,0.34652600,14.3314,PRESTELLAR
26083,HIGALPS005.5080+0.4292,5.5070950,0.42990700,4.39342,PROTOSTELLAR
26096,HIGALPS005.5103+0.5114,5.5106210,0.51232600,4.93578,PRESTELLAR
26101,HIGALPS005.5120+0.4977,5.5119570,0.49782500,6.39042,PRESTELLAR
26125,HIGALPS005.5175+0.0297,5.5170170,0.030721000,50.8220,PRESTELLAR
26144,HIGALPS005.5215-0.7650,5.5214390,-0.76574600,4.18019,UNBOUND
26145,HIGALPS005.5221-0.8526,5.5220930,-0.85246700,9.51059,PRESTELLAR
26159,HIGALPS005.5256+0.5870,5.5258330,0.58640200,6.25682,UNBOUND
26169,HIGALPS005.5297-0.5345,5.5300160,-0.53368500,3.26077,UNBOUND
26173,HIGALPS005.5321-0.9194,5.5320750,-0.91934500,10.8142,UNBOUND
26181,HIGALPS005.5357+0.1070,5.5352060,0.10644000,8.26176,PRESTELLAR
26190,HIGALPS005.5369-0.1081,5.5381770,-0.10771000,6.04584,PRESTELLAR
26193,HIGALPS005.5393-0.8389,5.5392430,-0.83879000,6.82374,PRESTELLAR
26213,HIGALPS005.5439-0.2127,5.5439370,-0.21327800,20.0047,PROTOSTELLAR
26218,HIGALPS005.5452+0.0229,5.5453100,0.024352000,9.47127,PRESTELLAR
26221,HIGALPS005.5468-0.5317,5.5465420,-0.53149900,2.65686,PRESTELLAR
26227,HIGALPS005.5494-0.2798,5.5489440,-0.27909300,4.42713,PRESTELLAR
26228,HIGALPS005.5486+0.1757,5.5489810,0.17566200,4.63578,PRESTELLAR
26230,HIGALPS005.5517+0.5791,5.5515320,0.57933500,3.57531,PRESTELLAR
26233,HIGALPS005.5531-0.0352,5.5519770,-0.035127000,17.1229,PRESTELLAR
26235,HIGALPS005.5525-0.5514,5.5526130,-0.55122700,3.08334,UNBOUND
26237,HIGALPS005.5543+0.3922,5.5542960,0.39227200,4.29083,PRESTELLAR
26242,HIGALPS005.5555+0.7915,5.5552050,0.79133500,0.732539,UNBOUND
26259,HIGALPS005.5598+0.5753,5.5599440,0.57642300,4.25796,PRESTELLAR
26263,HIGALPS005.5607+0.5348,5.5613860,0.53587300,2.56803,UNBOUND
26282,HIGALPS005.5716-0.2077,5.5707940,-0.20835100,14.2792,PROTOSTELLAR
26291,HIGALPS005.5730+0.3561,5.5724570,0.35558400,4.50422,PRESTELLAR
26293,HIGALPS005.5736-0.3251,5.5726420,-0.32424400,7.45267,PROTOSTELLAR
26294,HIGALPS005.5731+0.2193,5.5732580,0.21942100,4.80904,PRESTELLAR
26295,HIGALPS005.5736-0.9561,5.5735740,-0.95602000,7.09874,PRESTELLAR
26296,HIGALPS005.5736+0.1695,5.5736730,0.16976700,4.00247,PRESTELLAR
26297,HIGALPS005.5739-0.5392,5.5738770,-0.53910700,10.3296,PRESTELLAR
26299,HIGALPS005.5744-0.8051,5.5743270,-0.80506100,7.01917,PRESTELLAR
26308,HIGALPS005.5772-0.5229,5.5764960,-0.52421200,3.67570,PRESTELLAR
26313,HIGALPS005.5764+0.0500,5.5773360,0.050058000,10.2518,PRESTELLAR
26322,HIGALPS005.5797+0.1893,5.5788680,0.18956700,6.28320,PRESTELLAR
26324,HIGALPS005.5801+0.4150,5.5796410,0.41398200,21.6545,PROTOSTELLAR
26331,HIGALPS005.5803-0.7899,5.5802970,-0.78869900,7.87695,PRESTELLAR
26345,HIGALPS005.5857-0.3792,5.5850430,-0.37825500,56.5754,PROTOSTELLAR
26356,HIGALPS005.5867+0.1935,5.5870590,0.19280800,5.93488,PRESTELLAR
26360,HIGALPS005.5877-0.7503,5.5880750,-0.74968900,10.7804,PRESTELLAR
26361,HIGALPS005.5884+0.2652,5.5882680,0.26438000,5.20490,PRESTELLAR
26370,HIGALPS005.5904-0.2704,5.5901090,-0.27018600,7.39596,PRESTELLAR
26371,HIGALPS005.5901-0.0504,5.5902330,-0.050680000,19.3728,PRESTELLAR
26374,HIGALPS005.5912-0.2432,5.5905020,-0.24365300,15.4516,PROTOSTELLAR
26379,HIGALPS005.5918-0.0658,5.5918720,-0.065363000,13.7675,PROTOSTELLAR
26387,HIGALPS005.5951-0.3327,5.5948530,-0.33216800,7.49658,PRESTELLAR
26389,HIGALPS005.5954-0.3533,5.5954360,-0.35319600,6.69576,PRESTELLAR
26400,HIGALPS005.6000+0.2859,5.6000180,0.28620000,4.86105,UNBOUND
26402,HIGALPS005.6020+0.0467,5.6017020,0.046553000,3.11435,PRESTELLAR
26409,HIGALPS005.6052+0.0378,5.6043160,0.036858000,6.33092,PRESTELLAR
26422,HIGALPS005.6067+0.3622,5.6071100,0.36078700,3.68762,PRESTELLAR
26423,HIGALPS005.6086-0.3098,5.6075890,-0.30936900,16.3480,PRESTELLAR
26431,HIGALPS005.6095+0.1301,5.6094800,0.13071300,5.84122,PRESTELLAR
26432,HIGALPS005.6092-0.8622,5.6101270,-0.86198500,3.75949,PRESTELLAR
26448,HIGALPS005.6122-0.9080,5.6133330,-0.90748000,4.00242,PRESTELLAR
26459,HIGALPS005.6157-0.8932,5.6163590,-0.89400000,5.52707,PRESTELLAR
26466,HIGALPS005.6183-0.0823,5.6180930,-0.082323000,155.371,PROTOSTELLAR
26468,HIGALPS005.6179+0.5116,5.6184420,0.51060200,5.28106,PRESTELLAR
26484,HIGALPS005.6223+0.8370,5.6222780,0.83703800,7.09151,UNBOUND
26485,HIGALPS005.6224-0.1356,5.6223320,-0.13552400,5.46612,PRESTELLAR
26492,HIGALPS005.6247+0.4892,5.6248370,0.48851800,7.79531,PRESTELLAR
26493,HIGALPS005.6262-0.5298,5.6251440,-0.52896900,5.49354,PRESTELLAR
26494,HIGALPS005.6248-0.7784,5.6257550,-0.77825500,6.58893,PRESTELLAR
26503,HIGALPS005.6292+0.7259,5.6285390,0.72698000,4.44492,UNBOUND
26507,HIGALPS005.6300-0.2939,5.6293720,-0.29399700,87.4393,PROTOSTELLAR
26511,HIGALPS005.6304+0.2916,5.6301320,0.29126700,8.05382,PRESTELLAR
26513,HIGALPS005.6312-0.6032,5.6311670,-0.60308600,2.17731,PRESTELLAR
26517,HIGALPS005.6332-0.3239,5.6316850,-0.32331300,11.0640,PRESTELLAR
26527,HIGALPS005.6338+0.0809,5.6333870,0.080677000,4.69446,PRESTELLAR
26529,HIGALPS005.6340+0.7068,5.6335080,0.70741200,4.03646,UNBOUND
26530,HIGALPS005.6342+0.0447,5.6337550,0.044685000,6.77937,PRESTELLAR
26534,HIGALPS005.6346+0.7969,5.6350700,0.79674400,1.69516,PRESTELLAR
26535,HIGALPS005.6354-0.5330,5.6353350,-0.53151600,12.9733,PRESTELLAR
26536,HIGALPS005.6357-0.6933,5.6356260,-0.69321400,8.01231,PRESTELLAR
26539,HIGALPS005.6364-0.1073,5.6363350,-0.10720000,29.5590,UNBOUND
26541,HIGALPS005.6363-0.9469,5.6370190,-0.94721800,19.4411,PRESTELLAR
26542,HIGALPS005.6376+0.2364,5.6373370,0.23519700,458.654,PROTOSTELLAR
26543,HIGALPS005.6388+0.4647,5.6376330,0.46548900,8.06029,PRESTELLAR
26548,HIGALPS005.6385+0.6962,5.6392520,0.69569300,2.06316,PRESTELLAR
26562,HIGALPS005.6422+0.6489,5.6411410,0.64926200,1.29304,UNBOUND
26564,HIGALPS005.6416+0.0719,5.6413870,0.072156000,9.10586,PRESTELLAR
26578,HIGALPS005.6456-0.7146,5.6455740,-0.71449700,10.4743,PRESTELLAR
26595,HIGALPS005.6493+0.4622,5.6488640,0.46261800,3.10110,PRESTELLAR
26596,HIGALPS005.6483-0.3053,5.6491010,-0.30530200,22.8522,PRESTELLAR
26603,HIGALPS005.6508+0.6829,5.6509720,0.68189300,1.61763,UNBOUND
26607,HIGALPS005.6504+0.4810,5.6515340,0.48102900,4.60064,PRESTELLAR
26610,HIGALPS005.6523+0.1947,5.6518980,0.19391200,27.1881,PRESTELLAR
26614,HIGALPS005.6527+0.0697,5.6529160,0.069563000,15.4670,PRESTELLAR
26616,HIGALPS005.6535+0.2241,5.6534810,0.22422500,4.46382,PRESTELLAR
26617,HIGALPS005.6532-0.4589,5.6535340,-0.45822600,14.9005,PRESTELLAR
26618,HIGALPS005.6536-0.5530,5.6535860,-0.55287000,8.92752,PRESTELLAR
26622,HIGALPS005.6546-0.2743,5.6540690,-0.27311400,6.60724,PRESTELLAR
26623,HIGALPS005.6547+0.1388,5.6543480,0.13882000,7.72102,PRESTELLAR
26635,HIGALPS005.6572+0.4167,5.6565550,0.41657800,40.4874,PROTOSTELLAR
26651,HIGALPS005.6598-0.0026,5.6602590,-0.0020380000,3.80611,PRESTELLAR
26673,HIGALPS005.6640-0.1205,5.6638280,-0.11992400,8.64098,PRESTELLAR
26681,HIGALPS005.6660+0.4618,5.6662070,0.46239600,6.91334,PRESTELLAR
26688,HIGALPS005.6676-0.2377,5.6673680,-0.23807000,2.21074,PRESTELLAR
26695,HIGALPS005.6690-0.8404,5.6689850,-0.84032800,7.93096,PRESTELLAR
26701,HIGALPS005.6706-0.5182,5.6709520,-0.51850200,37.5326,PRESTELLAR
26719,HIGALPS005.6759-0.3711,5.6767300,-0.37057700,4.98003,PRESTELLAR
26720,HIGALPS005.6778-0.0275,5.6770900,-0.027464000,6.22854,PROTOSTELLAR
26724,HIGALPS005.6770-0.5062,5.6775790,-0.50604200,8.46717,PRESTELLAR
26761,HIGALPS005.6853-0.0925,5.6865330,-0.091369000,10.5199,PROTOSTELLAR
26768,HIGALPS005.6878-0.1345,5.6888420,-0.13347100,18.2019,PRESTELLAR
26777,HIGALPS005.6899-0.9162,5.6905230,-0.91697000,2.96183,UNBOUND
26780,HIGALPS005.6904-0.6119,5.6907640,-0.61083100,3.52988,UNBOUND
26787,HIGALPS005.6919-0.0052,5.6925550,-0.0064020000,11.9260,PRESTELLAR
26796,HIGALPS005.6953+0.8282,5.6952420,0.82828500,8.18627,PRESTELLAR
26801,HIGALPS005.6963-0.2442,5.6956390,-0.24410900,9.06862,PROTOSTELLAR
26802,HIGALPS005.6954-0.3550,5.6957850,-0.35608500,10.0938,PRESTELLAR
26804,HIGALPS005.6968+0.4958,5.6969500,0.49583800,2.78480,PRESTELLAR
26805,HIGALPS005.6958+0.1447,5.6969590,0.14515700,5.43697,PRESTELLAR
26812,HIGALPS005.6988+0.1600,5.6989240,0.15937900,3.96318,PRESTELLAR
26819,HIGALPS005.7003-0.3420,5.7006850,-0.34162900,4.24911,PRESTELLAR
26821,HIGALPS005.7005+0.5125,5.7013540,0.51368700,7.54661,PRESTELLAR
26832,HIGALPS005.7049-0.3091,5.7048890,-0.30900100,7.34324,PRESTELLAR
26853,HIGALPS005.7096+0.1685,5.7087920,0.16805600,14.0398,PRESTELLAR
26855,HIGALPS005.7099-0.5252,5.7096160,-0.52457900,4.55364,PROTOSTELLAR
26857,HIGALPS005.7095+0.4929,5.7096290,0.49296700,9.42530,PRESTELLAR
26865,HIGALPS005.7117-0.2843,5.7125320,-0.28517200,10.3130,PRESTELLAR
26871,HIGALPS005.7142+0.1496,5.7141710,0.14968400,8.69263,PRESTELLAR
26873,HIGALPS005.7147-0.1150,5.7146480,-0.11490200,2.98685,PRESTELLAR
26876,HIGALPS005.7162+0.2459,5.7152840,0.24681500,21.1951,PRESTELLAR
26880,HIGALPS005.7157-0.5086,5.7157730,-0.50703400,10.8892,PROTOSTELLAR
26886,HIGALPS005.7171+0.8858,5.7175170,0.88614200,9.03898,UNBOUND
26888,HIGALPS005.7184-0.1478,5.7176730,-0.14759900,6.08188,PRESTELLAR
26895,HIGALPS005.7192+0.8787,5.7191370,0.87875600,1.29940,UNBOUND
26898,HIGALPS005.7187-0.1256,5.7199330,-0.12540700,11.8476,PRESTELLAR
26900,HIGALPS005.7216-0.4841,5.7203450,-0.48450000,28.7157,PRESTELLAR
26903,HIGALPS005.7210+0.2333,5.7209010,0.23337600,9.75946,PRESTELLAR
26911,HIGALPS005.7233-0.0041,5.7227250,-0.0042940000,8.89598,PRESTELLAR
26918,HIGALPS005.7230-0.5780,5.7237440,-0.57849300,14.5229,PROTOSTELLAR
26919,HIGALPS005.7237+0.7043,5.7238060,0.70306700,8.24859,UNBOUND
26938,HIGALPS005.7287-0.4769,5.7286000,-0.47684000,12.9720,PRESTELLAR
26940,HIGALPS005.7287-0.3528,5.7291500,-0.35304200,7.98688,PRESTELLAR
26943,HIGALPS005.7298-0.6974,5.7305780,-0.69785100,4.28292,UNBOUND
26947,HIGALPS005.7305-0.9561,5.7310030,-0.95464700,7.12324,PRESTELLAR
26952,HIGALPS005.7314-0.3083,5.7320350,-0.30723500,9.26552,PRESTELLAR
26956,HIGALPS005.7330-0.5623,5.7337360,-0.56209300,4.15377,UNBOUND
26971,HIGALPS005.7369+0.2171,5.7365120,0.21679100,18.3033,PRESTELLAR
26974,HIGALPS005.7381+0.4675,5.7368260,0.46815100,23.4104,PRESTELLAR
26975,HIGALPS005.7371+0.3048,5.7370860,0.30487700,4.10963,PRESTELLAR
26978,HIGALPS005.7374-0.9655,5.7373800,-0.96539600,17.9269,PRESTELLAR
26985,HIGALPS005.7381-0.2379,5.7380180,-0.23779900,8.79432,PRESTELLAR
26988,HIGALPS005.7392-0.6673,5.7387270,-0.66777800,5.54604,PROTOSTELLAR
26995,HIGALPS005.7402+0.7957,5.7401920,0.79583100,3.33133,PRESTELLAR
27000,HIGALPS005.7413-0.4081,5.7412520,-0.40798200,12.8376,PRESTELLAR
27016,HIGALPS005.7458+0.1517,5.7449380,0.15154300,5.58415,PRESTELLAR
27026,HIGALPS005.7466+0.7014,5.7471000,0.70154600,1.68743,UNBOUND
27040,HIGALPS005.7506+0.5100,5.7495750,0.50979600,6.08209,PRESTELLAR
27043,HIGALPS005.7506-0.0169,5.7507280,-0.016703000,4.45466,PRESTELLAR
27044,HIGALPS005.7524+0.4388,5.7508990,0.43880800,13.8040,PRESTELLAR
27045,HIGALPS005.7510-0.1124,5.7509460,-0.11227300,4.71873,PRESTELLAR
27054,HIGALPS005.7533+0.0215,5.7528160,0.022773000,7.62083,PRESTELLAR
27060,HIGALPS005.7537+0.3208,5.7541890,0.31940500,11.3963,PRESTELLAR
27066,HIGALPS005.7553-0.2035,5.7550240,-0.20505200,6.73841,PRESTELLAR
27075,HIGALPS005.7563-0.7970,5.7562240,-0.79690700,7.40169,PRESTELLAR
27076,HIGALPS005.7572+0.1675,5.7567890,0.16780200,4.92183,PRESTELLAR
27082,HIGALPS005.7568-0.3362,5.7573960,-0.33617700,4.62580,PRESTELLAR
27090,HIGALPS005.7603+0.5174,5.7597860,0.51738500,19.3786,PRESTELLAR
27106,HIGALPS005.7629-0.5136,5.7640980,-0.51446400,19.8348,PRESTELLAR
27114,HIGALPS005.7657+0.1514,5.7650390,0.15080800,10.3371,PRESTELLAR
27148,HIGALPS005.7712-0.9747,5.7716820,-0.97512900,6.14353,PRESTELLAR
27159,HIGALPS005.7752+0.5027,5.7741270,0.50363700,13.4687,PRESTELLAR
27170,HIGALPS005.7753-0.4709,5.7763060,-0.47057700,17.8707,PRESTELLAR
27173,HIGALPS005.7766+0.0776,5.7765250,0.076688000,9.49774,PRESTELLAR
27190,HIGALPS005.7792-0.3350,5.7791840,-0.33493800,14.1629,PRESTELLAR
27202,HIGALPS005.7808-0.4393,5.7806150,-0.43949200,37.2185,PROTOSTELLAR
27203,HIGALPS005.7807-0.8292,5.7806900,-0.82913200,6.37758,PRESTELLAR
27207,HIGALPS005.7809+0.2422,5.7812810,0.24270800,6.04283,PRESTELLAR
27215,HIGALPS005.7836+0.2016,5.7841270,0.20279800,13.2175,PRESTELLAR
27220,HIGALPS005.7859+0.4626,5.7849800,0.46207200,8.10333,PRESTELLAR
27229,HIGALPS005.7872-0.4817,5.7866140,-0.48090700,33.8458,PRESTELLAR
27237,HIGALPS005.7881+0.9556,5.7880310,0.95591100,6.11228,PRESTELLAR
27243,HIGALPS005.7901+0.2834,5.7899290,0.28264000,11.2951,PRESTELLAR
27246,HIGALPS005.7891+0.9130,5.7900070,0.91281600,2.49714,UNBOUND
27248,HIGALPS005.7900+0.0688,5.7903340,0.068917000,4.24083,UNBOUND
27266,HIGALPS005.7933-0.0180,5.7938790,-0.017649000,4.40185,PRESTELLAR
27267,HIGALPS005.7944-0.6601,5.7941030,-0.65965600,6.62407,PRESTELLAR
27270,HIGALPS005.7940-0.2629,5.7941570,-0.26272900,6.63627,PRESTELLAR
27281,HIGALPS005.7965-0.1478,5.7974130,-0.14677100,6.15585,PRESTELLAR
27283,HIGALPS005.7976+0.4871,5.7980790,0.48554500,4.39864,UNBOUND
27284,HIGALPS005.7971-0.6273,5.7981750,-0.62823900,13.6870,PRESTELLAR
27285,HIGALPS005.7986-0.1674,5.7983830,-0.16843800,28.3323,PRESTELLAR
27298,HIGALPS005.8025+0.9500,5.8023510,0.94997600,6.58489,PRESTELLAR
27299,HIGALPS005.8023+0.2980,5.8023920,0.29821800,14.8377,PRESTELLAR
27312,HIGALPS005.8052-0.5904,5.8045270,-0.58972800,10.4519,UNBOUND
27316,HIGALPS005.8050-0.0494,5.8049300,-0.049329000,8.36563,PRESTELLAR
27317,HIGALPS005.8059+0.0672,5.8050300,0.067110000,7.03490,PRESTELLAR
27318,HIGALPS005.8042+0.0787,5.8050450,0.079306000,7.41372,PRESTELLAR
27321,HIGALPS005.8056+0.9682,5.8062520,0.96811600,1.43146,UNBOUND
27328,HIGALPS005.8073+0.0573,5.8079490,0.056099000,14.8952,UNBOUND
27338,HIGALPS005.8108+0.4932,5.8105750,0.49277100,3.73357,UNBOUND
27348,HIGALPS005.8125-0.4244,5.8137940,-0.42462900,11.1016,PROTOSTELLAR
27364,HIGALPS005.8165+0.4304,5.8163860,0.43114500,3.06157,PRESTELLAR
27382,HIGALPS005.8187-0.4907,5.8186330,-0.49060300,45.9830,PRESTELLAR
27389,HIGALPS005.8191-0.8828,5.8190990,-0.88270200,7.73377,PRESTELLAR
27390,HIGALPS005.8197+0.9635,5.8199980,0.96325700,13.3305,PRESTELLAR
27392,HIGALPS005.8196+0.4457,5.8203980,0.44557500,4.10752,PRESTELLAR
27396,HIGALPS005.8206-0.1811,5.8212850,-0.18089300,13.1829,PRESTELLAR
27398,HIGALPS005.8211+0.3072,5.8214120,0.30643800,4.43257,PRESTELLAR
27404,HIGALPS005.8221+0.4681,5.8220240,0.46767500,5.67958,PRESTELLAR
27406,HIGALPS005.8219-0.4159,5.8222970,-0.41486700,107.380,PROTOSTELLAR
27408,HIGALPS005.8217-0.1567,5.8225140,-0.15812200,16.3500,PROTOSTELLAR
27410,HIGALPS005.8236-0.3188,5.8226750,-0.31809700,3.36635,PROTOSTELLAR
27428,HIGALPS005.8255-0.5219,5.8256040,-0.52027100,33.4753,PROTOSTELLAR
27443,HIGALPS005.8284+0.2827,5.8283230,0.28283300,12.8781,PRESTELLAR
27456,HIGALPS005.8306+0.1057,5.8305500,0.10536400,8.47032,UNBOUND
27459,HIGALPS005.8312+0.4068,5.8312830,0.40841300,9.47775,PRESTELLAR
27461,HIGALPS005.8312-0.4667,5.8318130,-0.46620800,12.2925,PRESTELLAR
27464,HIGALPS005.8314-0.4056,5.8323460,-0.40620900,115.596,PROTOSTELLAR
27465,HIGALPS005.8325+0.1225,5.8324530,0.12263400,5.24421,PRESTELLAR
27469,HIGALPS005.8336+0.0289,5.8329570,0.028799000,6.47375,PRESTELLAR
27482,HIGALPS005.8361-0.5139,5.8362820,-0.51362900,134.565,PROTOSTELLAR
27487,HIGALPS005.8373+0.4622,5.8375160,0.46240800,3.64173,PRESTELLAR
27488,HIGALPS005.8363+0.9599,5.8376250,0.95986600,8.71170,PRESTELLAR
27493,HIGALPS005.8384-0.1951,5.8385690,-0.19456600,9.40362,PROTOSTELLAR
27498,HIGALPS005.8387+0.9328,5.8395320,0.93312200,2.36567,PRESTELLAR
27508,HIGALPS005.8431-0.4021,5.8425410,-0.40146100,52.6680,PROTOSTELLAR
27530,HIGALPS005.8451-0.2713,5.8458520,-0.27076600,9.20456,PRESTELLAR
27535,HIGALPS005.8457-0.3749,5.8467280,-0.37516400,55.5921,PROTOSTELLAR
27547,HIGALPS005.8496-0.0428,5.8488810,-0.042533000,10.3490,PRESTELLAR
27552,HIGALPS005.8500-0.9468,5.8500580,-0.94698500,5.27608,PRESTELLAR
27558,HIGALPS005.8505-0.3472,5.8507680,-0.34667100,23.6536,PRESTELLAR
27566,HIGALPS005.8526-0.7846,5.8524660,-0.78492600,4.32172,PRESTELLAR
27575,HIGALPS005.8540-0.4005,5.8537110,-0.40164600,60.2499,PROTOSTELLAR
27578,HIGALPS005.8525+0.1027,5.8539410,0.10266400,6.69747,PRESTELLAR
27579,HIGALPS005.8546+0.0369,5.8543790,0.037810000,2.46857,PRESTELLAR
27580,HIGALPS005.8549+0.3557,5.8546170,0.35429000,14.0874,PROTOSTELLAR
27583,HIGALPS005.8552-0.6616,5.8550450,-0.66162700,4.71974,PRESTELLAR
27588,HIGALPS005.8545-0.2146,5.8558740,-0.21449500,6.48342,PROTOSTELLAR
27597,HIGALPS005.8578+0.8934,5.8583530,0.89330800,3.56221,PRESTELLAR
27599,HIGALPS005.8584+0.5160,5.8586760,0.51736600,3.20075,UNBOUND
27601,HIGALPS005.8593+0.1920,5.8593330,0.19156600,12.3835,UNBOUND
27605,HIGALPS005.8613+0.4475,5.8612800,0.44758800,4.34700,PRESTELLAR
27627,HIGALPS005.8675-0.6096,5.8676560,-0.60904400,23.2020,PRESTELLAR
27632,HIGALPS005.8677+0.9655,5.8684330,0.96519700,8.62821,PROTOSTELLAR
27633,HIGALPS005.8695+0.5239,5.8685270,0.52359800,26.1084,PROTOSTELLAR
27636,HIGALPS005.8688+0.9391,5.8689920,0.93956400,7.27252,UNBOUND
27638,HIGALPS005.8693+0.8255,5.8692920,0.82556800,3.34790,PRESTELLAR
27640,HIGALPS005.8687-0.4715,5.8693440,-0.47203300,24.4760,PRESTELLAR
27645,HIGALPS005.8701-0.9935,5.8700700,-0.99343800,9.20068,PRESTELLAR
27647,HIGALPS005.8694-0.6428,5.8703250,-0.64228200,8.03595,PRESTELLAR
27654,HIGALPS005.8712-0.7938,5.8711810,-0.79374000,8.34332,PRESTELLAR
27661,HIGALPS005.8726-0.1019,5.8730610,-0.10212800,16.3669,PRESTELLAR
27663,HIGALPS005.8727+0.3204,5.8732010,0.31884200,5.60651,PRESTELLAR
27664,HIGALPS005.8729+0.4757,5.8733150,0.47689900,8.18727,PROTOSTELLAR
27677,HIGALPS005.8754-0.6212,5.8758280,-0.62122900,36.4259,PROTOSTELLAR
27682,HIGALPS005.8765-0.9394,5.8764640,-0.93933800,13.3823,PRESTELLAR
27692,HIGALPS005.8776+0.5205,5.8775240,0.52061800,36.1597,PRESTELLAR
27706,HIGALPS005.8794+0.7004,5.8800670,0.70070800,1.32100,PRESTELLAR
27709,HIGALPS005.8798-1.0040,5.8803270,-1.0038450,29.6613,PROTOSTELLAR
27714,HIGALPS005.8813-0.0676,5.8813140,-0.068226000,7.42448,PRESTELLAR
27717,HIGALPS005.8804-0.1197,5.8818870,-0.11936200,9.54465,PROTOSTELLAR
27722,HIGALPS005.8830+0.5049,5.8825290,0.50576900,5.70311,PRESTELLAR
27731,HIGALPS005.8840-0.1354,5.8840050,-0.13592600,12.7467,PRESTELLAR
27740,HIGALPS005.8857+0.9515,5.8854710,0.95053000,12.7144,PRESTELLAR
27746,HIGALPS005.8858+0.0105,5.8859710,0.010465000,18.7060,PRESTELLAR
27756,HIGALPS005.8878+0.9326,5.8875830,0.93298600,3.76031,PROTOSTELLAR
27765,HIGALPS005.8884+0.9714,5.8887050,0.97167400,4.32446,PROTOSTELLAR
27766,HIGALPS005.8889-0.5348,5.8888020,-0.53470700,14.5698,PRESTELLAR
